dates,diamonds,butter,cars,cucumber,bananas
2013-06-12,2.0125284179392784,2.0030178989077445,4.679394954244106,1.2966685383636627,4.6844070727437686
2013-06-13,2.0060172661030062,1.977450021429482,4.877840039827488,1.2871920031102775,4.770911766003517
2013-06-14,2.006329191616822,2.0102799091420223,5.19645008061553,1.278932831325992,4.716874047930401
2013-06-17,2.0033634922841954,1.9840120858845678,5.437942045136318,1.2740993092619226,4.745345781619853
2013-06-18,1.9981681681277834,1.9549067329566914,5.345158309055255,1.2634758027353366,4.759204658272411
2013-06-19,1.9950194107819421,1.9687363801338826,5.171053481795583,1.2545200415001176,4.703663423820233
2013-06-20,2.0084151818635947,1.981946994178721,5.022663263260172,1.246024901061914,4.852183219135734
2013-06-21,2.0070709956677986,1.9712630486057925,4.929674933429138,1.2356112214710098,4.8611220981767005
2013-06-24,2.003948656513928,1.9582929832925948,5.052698458575489,1.2259012081380478,4.8337934388198605
2013-06-25,2.0422609082427234,1.9367420289100394,4.989400665584889,1.2220481859975156,4.795168548062448
2013-06-26,2.0219711575639225,1.9144056465075179,4.917114535816278,1.2183858908618164,3.9471648973060924
2013-06-27,2.0170083366537903,1.887847157366353,4.874532022978687,1.2100189554233591,3.899890049788091
2013-06-28,2.013821021978541,1.9858384032284557,4.709836345307921,1.2049025968842213,3.9114490118664396
2013-07-01,2.0017059098658128,1.972563763095218,4.796294276513966,1.2003410743789649,4.016372405038265
2013-07-02,2.017468243086548,1.9564804712345345,4.898377288890062,1.2024410589166596,4.045303839218984
2013-07-03,2.020278031727519,1.9350652811228388,4.7476646955678055,1.1968582697074996,4.017295829255999
2013-07-04,2.011748907416955,1.9182788616583202,4.87497206321571,1.148467596235345,3.963089470403526
2013-07-05,2.0091610267998528,1.902222120022483,4.75702644070963,1.1124419994629484,3.9138690398588
2013-07-08,2.0042868619121488,1.8981878744645622,4.769251857750471,1.0748208503715353,4.120257578587901
2013-07-09,1.9971169256249128,1.8859832487035886,4.82127325094363,1.0900781775318529,4.393436692565237
2013-07-10,2.0070808002637732,1.8722595809329716,4.694894529052238,1.0765194821508768,4.602328179869107
2013-07-11,2.003107853303135,1.8599042296220594,4.590859012881405,1.0540605310691975,5.314292852486779
2013-07-12,1.9956350238339042,1.847982287178829,4.450835155206249,1.1862173989358364,4.725265981566313
2013-07-15,1.9906868152645147,1.8373765705416234,4.295395498134396,1.180015799347623,4.416820646842816
2013-07-16,1.9510095595237567,1.8418624601094582,4.302487533505854,1.176175956992869,4.184128256092597
2013-07-17,1.9403610746523878,1.8464109347454911,4.225055008458219,1.174956137283339,4.099823342933078
2013-07-18,2.13617094045673,1.8356131539251783,4.118724868013547,1.169401194957751,4.177841291675028
2013-07-19,2.003354393206986,1.8250673382194056,3.9864178443146105,1.1754012000795588,4.061985660658996
2013-07-22,2.016272432069593,1.81557338881285,4.122376602835508,1.167285240003609,4.127962250981713
2013-07-23,2.0421007166601677,1.816307822481179,4.196522818677184,1.1712505972287852,4.229977229866635
2013-07-24,2.096568360973778,1.6823017973245953,4.049689210697161,1.1825297012458524,4.476399648518513
2013-07-25,2.0482625746806664,1.6649097706655251,4.037968107007771,1.17748154116901,4.998910594635638
2013-07-26,2.0425214160194396,1.6803379250637456,3.9740647786017806,1.1730149462366686,4.827847532263208
2013-07-29,2.033548749802029,1.6496080598449743,4.535026040747798,1.1722029576949258,4.334352297289393
2013-07-30,2.032399493321762,1.613384874515752,4.54363257774826,1.1704557205151696,5.054819597221666
2013-07-31,2.026399589946195,1.5702076019088846,4.871411333933991,1.1667928708956594,7.394837722339826
2013-08-01,2.020393707994227,1.518093706424141,4.725180334987686,1.1626253870753829,6.258455276039591
2013-08-02,2.017186319534483,1.4597781363689306,4.668062664957173,1.164481860205325,5.132269969749409
2013-08-05,2.0138283338299967,1.4088546510432811,4.5853762960995015,1.1525140703350742,4.894343300260094
2013-08-06,2.0097960531013603,1.3676318634887052,4.460888392827053,1.1513650290235737,4.329913799319105
2013-08-07,2.0021239435870446,1.7423644007773502,4.391097217102515,1.1503185261625875,4.010822665531304
2013-08-08,2.0049011347552597,1.741336523414299,4.266873414219662,1.148934864822727,4.6570184228521585
2013-08-09,2.0011217335807725,1.7394889686505957,4.338137052240833,1.1618625059135934,6.170848146109873
2013-08-12,2.003742929105843,1.7233425213578253,4.269574625226376,1.1609969330013548,6.083437085349777
2013-08-13,2.0120467050208126,1.802632554686118,4.1724858002672,1.169205165709024,5.403204964230603
2013-08-14,2.0092721878110926,1.7897615382703276,4.086195472570668,1.175670856140717,5.367352136011389
2013-08-15,2.0031386373502573,1.7791538865569752,4.048641614006717,1.172698102552349,4.162009042131306
2013-08-16,2.0068050414502916,1.770878115721836,3.9771665374580523,1.1785084700868462,4.055673449172207
2013-08-19,1.9942194919340541,1.7575860251842161,3.861755460386772,1.1755883017776756,4.06602984643239
2013-08-20,1.992314254816694,1.7434996054206435,3.7176698459049375,1.1792554343801662,4.175849656753126
2013-08-21,2.0005685152952575,1.725871323408186,3.5931454913050014,1.1779048189437549,4.468516698049352
2013-08-22,2.0040446720515774,1.7206179126026782,3.455789318001927,1.1765834910452146,4.2500933563335055
2013-08-23,1.9974835548528052,1.777474197550588,3.3707183015508404,1.1747249549414023,4.66517905916446
2013-08-26,1.9930928899094558,1.7802804785723496,3.3976956487607533,1.171799971974681,4.892076124021479
2013-08-27,1.9677148096117432,1.817254391478671,3.3117836712081665,1.1710317689055816,4.429703366821716
2013-08-28,1.9742772167088556,1.8627877380905813,3.180805901712246,1.1695527601795548,4.474959961468581
2013-08-29,1.9739275437288852,1.9684286302930858,3.097417271726949,1.1690404801587924,4.9333078822646925
2013-08-30,1.96839034479074,2.0409485331689763,3.259954300240672,1.1660755916286145,4.969535563544844
2013-09-02,1.9640483819047052,2.0958570306942352,3.557985362806753,1.164667800653999,4.406174928047333
2013-09-03,1.9594318335992025,2.216229313739507,3.505359605877254,1.1616012440017371,4.127992541556944
2013-09-04,1.963202276689438,2.138030376170871,3.423300826633973,1.1643426133426806,4.069830886181436
2013-09-05,1.9714832335275325,2.0794692556651064,3.3369571580062463,1.0734861592184055,4.339119338148966
2013-09-06,1.9719676977867324,2.1954252644318686,3.4142417752937453,1.0643926394261394,4.057194384035854
2013-09-09,1.962913996505315,2.1094878839418136,3.7585838531178934,1.0501503930226561,4.919064302019983
2013-09-10,1.960085067555929,2.044253702833502,3.625651151085096,1.0466700961316335,4.483158348735536
2013-09-11,1.9621397974263877,2.040409123273444,3.9033866647248536,1.057240398992346,4.284095794065617
2013-09-12,1.9611318191442013,2.0844850129175083,3.782872578112368,1.0476959268680415,4.3717829684106535
2013-09-13,1.9632417743084494,2.0074531919221674,4.03370955649541,1.0424747234121357,4.905592952347772
2013-09-16,1.9533248735885487,1.971534484228833,3.8814367873170124,1.1672690782142305,4.830994568674549
2013-09-17,1.953354572189624,1.9170719958280322,3.8647549209575756,1.1647111143419635,4.389382031459817
2013-09-18,1.9698738059450789,1.8753175035416132,3.7991322113294315,1.1666228416491775,4.198546115121089
2013-09-19,1.9732142740591556,1.8343379970056395,3.934929223331304,1.17756021400958,4.2728638682825215
2013-09-20,1.9665432968081187,1.789783544314822,4.059636526083938,1.175260752802704,4.064419421965976
2013-09-23,1.9623636081890554,1.7950772891224793,3.9266076951403446,1.1727968902210752,5.108561381435831
2013-09-24,1.9632286175152749,1.779586340164412,3.803379061630844,1.1672810706197565,7.55312561382257
2013-09-25,1.9580213623873737,1.8264115649968988,4.2287392918764874,1.0854196163631147,5.35306284129655
2013-09-26,1.9600388899582009,1.826699746194863,4.080397058227703,1.0757057222818447,4.59177783343762
2013-09-27,1.9648205302648118,1.8947896508785649,4.5015212844405985,1.055999937976043,4.274133202354603
2013-09-30,1.9609572163009195,1.8556518817847174,4.586185777524643,1.0310778135611687,4.844263385107314
2013-10-01,1.9605311614550096,1.9901736318137067,4.7132811848341865,1.0286035558653959,4.363460590048338
2013-10-02,1.953624672045497,1.961826737831589,4.7233910179047225,1.0356238398403914,4.241156691553373
2013-10-03,1.9577759952222415,1.9583416008536416,4.5489814854120425,1.0585029547206517,4.797932545768514
2013-10-04,1.8201554739631776,1.9268482001839413,4.546403879013094,1.1674463809810094,4.378341876318447
2013-10-07,1.8222723571814377,1.9688377448661056,4.373680017062305,1.0875299089071153,4.949095206697984
2013-10-08,1.8210154985449183,1.9981092466039998,4.22020267965282,1.0734969149852553,4.530103997339954
2013-10-09,1.9412202757989099,1.935920339329336,4.52208872185776,1.0760231232337638,4.838988088747988
2013-10-10,1.9330181062203924,1.9778575943466108,4.365318211147935,1.053896050106717,4.705305270281936
2013-10-11,1.933650043624725,1.918742302392775,4.2372844477199125,1.0499208864903207,4.396475784363563
2013-10-14,1.7829723100719976,1.8685809131131883,4.121721304248917,1.0379449407766228,4.375094196384661
2013-10-15,1.743725242043638,1.8205778397198082,4.0085075351237665,1.0464516327245115,4.224282872544496
2013-10-16,1.7349355459662632,1.7827745903917476,3.917024993721334,1.0345336905309186,4.186299261148117
2013-10-17,1.9216754315157116,1.8075469625238645,3.9847771766885653,1.0574419908909203,4.486723543376861
2013-10-18,1.8080626602584844,2.038135459761029,3.9377997400448628,1.0473123361074461,5.831792168801619
2013-10-21,1.7833884679630836,2.025114187767681,3.8372423675608833,1.0415307642901634,4.592121818534828
2013-10-22,1.7742011547734968,2.2455315923838532,3.7679335656418296,1.0453246694242484,4.25912572440543
2013-10-23,1.9152197812507685,2.1451446562735486,3.6665441997678974,1.0352820060942276,4.356031045902338
2013-10-24,1.9143405519133525,2.0662909887583765,3.6695252460974648,1.0431310097083493,4.496347228247516
2013-10-25,1.7816150925682215,2.0094376975953137,3.5927927063766205,1.0344626644805002,5.223595196310123
2013-10-28,1.741522328163153,1.97589093619533,3.553305201849566,1.0699713297856357,4.59770337921327
2013-10-29,1.9087287674226128,1.9151365475698543,3.5071109319558085,1.061253328758078,4.998669186100987
2013-10-30,1.9085333377762785,1.8902984305908446,3.420613894446486,1.0527296337113377,5.246944056404086
2013-10-31,1.9127496779598325,1.8464793903884773,3.819816206867356,1.0432801335195316,4.552244572397691
2013-11-01,1.9306895581358294,1.8353462011949617,3.7379217620222134,1.0302929214327579,4.827889487149406
2013-11-04,1.9242819477152975,1.7872701473584305,3.809607429907893,1.0292863988461527,4.457825962102182
2013-11-05,1.9287709338414265,1.7475504393228098,3.790409338443765,1.0206935495601346,5.022126614486629
2013-11-06,1.7550327092179796,1.7987694163381571,3.701811259807399,1.0134668901208561,4.746288185497284
2013-11-07,1.9256211032425632,1.8015508329665177,3.6137608213611556,1.0091440708224089,5.705288651954444
2013-11-08,1.80928948891697,1.8105229975322987,3.506267727790918,1.0012250810002852,4.784925610787871
2013-11-11,1.9282608583373788,1.7698341190300082,3.438168004134237,0.956086798584421,4.734857716433328
2013-11-12,1.9136107591517433,1.7362021182497207,3.3128397920651165,0.9524850129550428,4.599652357923526
2013-11-13,1.906835988832519,1.69593673969428,3.9976560320653642,0.9427700073573958,4.467196724588438
2013-11-14,1.9000271468250347,1.74215960864354,3.9047967218578417,0.9414566397683102,4.554689015516733
2013-11-15,1.7573467425771685,1.8213365398622214,3.75123985147159,0.9047008684966655,4.846421956821613
2013-11-18,1.7456768741813251,2.3656804645063505,3.964512551408459,0.9056570956268223,5.853889868199331
2013-11-19,1.8144572656142184,2.147990372817101,3.810755911252595,0.9048396056660666,4.60545257703296
2013-11-20,1.8998120414530395,2.177874484209405,3.825301779368399,0.8979529909485308,5.174606937202789
2013-11-21,1.897349371894519,2.2636979943399513,3.679062191321634,0.875465260419723,4.574946965354259
2013-11-22,1.9159704086096214,2.603990844884999,3.5771509523375182,0.8868198727933456,6.3812355474188305
2013-11-25,1.912129756428192,2.2736774669607143,3.494434332911126,0.8634091869971038,5.196484378812405
2013-11-26,1.9062667018676216,2.016956858533731,3.459385792505181,0.8961020357969731,5.253023926941554
2013-11-27,1.9000959266586148,1.8272376786419542,3.489919142897544,0.9137794690041154,4.954655178405704
2013-11-28,1.8986041392541892,1.6978860068594714,3.440052351722643,0.9032280517791497,4.713720737345314
2013-11-29,1.8954481158584977,2.016179707499252,3.549920866128987,0.905890805834594,4.831380842842131
2013-12-02,1.896931397267834,2.271793335011847,3.5308941270092005,0.9093491629829121,5.187978059489095
2013-12-03,1.9003621294059052,1.9971472462051862,3.61917865832355,0.9568890249724855,4.97225120673754
2013-12-04,1.9086604039270838,1.8112971072922284,3.6097645838305374,1.0218754175956921,5.0491901892454525
2013-12-05,1.9026675043302204,1.7694795931236431,3.650835026058268,0.95640532737576,4.95479942642077
2013-12-06,1.899774941554382,1.6841907634552797,3.656010627963635,1.1746057854633885,4.854234888653296
2013-12-09,1.8977827695166882,2.2505284555894063,3.593168465007049,0.9654783348743543,4.9988727518400635
2013-12-10,1.9053048875942373,2.3465325253113742,3.558999717978799,0.946545901015576,4.913664100251506
2013-12-11,1.888448408165293,2.437673601582154,3.5228487982238916,0.9406718358027706,4.9845755410131884
2013-12-12,1.8990777056851147,2.308951417327761,3.747626722929462,0.9322646916811915,5.191721880888231
2013-12-13,1.8972347479693463,2.366404391759421,3.7594739450854884,0.9442488887991097,6.3634617947891385
2013-12-16,1.8940303172139021,2.242268421798872,3.742269919810757,0.9266022644005281,7.602853398403234
2013-12-17,1.8894931134363282,2.160248887675502,3.7328686873180064,0.9919616933634331,5.095028639290025
2013-12-18,1.8899850636003532,2.073045525690529,3.726875153191531,0.9858678021421119,5.762339497605674
2013-12-19,1.888159564100553,1.876041294474289,3.7685399496119203,0.9958867023306415,4.834479112319266
2013-12-20,1.882173265130013,1.7719289020364717,3.827769850363001,1.0036129526797024,4.62576094118259
2013-12-23,1.879124438457957,1.7165846039717096,3.88889267556734,1.0293202715961107,4.583784890961316
2013-12-24,1.8788245621809867,1.6999220457149347,3.8685029900775807,1.0329249576327613,6.132435586866508
2013-12-26,1.8696634549570088,1.67220544135466,3.8447546362350957,1.0459818511929502,5.274656505921783
2013-12-27,1.677197893016134,1.6487229228259448,3.823108259854742,1.0524749925485206,5.312862970638215
2013-12-30,1.6490813025340598,2.0512357471732408,3.804681016732929,1.0588630893710531,5.17218503033865
2014-01-02,1.679579441065989,3.187020255767675,3.9367422841178343,1.0630192515567358,5.487107062982153
2014-01-03,1.6523790032858692,3.5461974297189127,3.917842962520178,1.059051375290089,4.897796944516753
2014-01-06,1.6419164374010855,2.564228943516009,3.8952785616371304,1.2240091378748035,4.939459754613723
2014-01-07,1.6769329453644657,2.121225432485583,3.9675598019373344,1.1649382526760965,5.944020105454461
2014-01-08,1.6571636562512284,1.9044444118352766,3.949415029666439,1.174657713864079,5.140062162864637
2014-01-09,1.6144650593216936,2.0848804930041407,3.9836156698105287,1.1411741719073367,4.8537025976920845
2014-01-10,1.5932553556160423,2.090873737103794,3.971474830856717,1.067063201983223,4.868390537493588
2014-01-13,1.56459904485318,2.3688338296390086,3.9846650270382504,1.0677527360989254,5.342760701119851
2014-01-14,1.6199816505369316,1.797805409623808,3.9564387266134813,1.105196152064823,4.9201673197294165
2014-01-15,1.577355050913287,2.6133669031712894,3.9457019184199407,1.105645568749721,5.254433942871433
2014-01-16,1.6343913224016475,1.9389512446715012,3.9214633528281464,1.0617136744749167,6.061906228550066
2014-01-17,1.6041834066203697,2.5402144056923164,3.9109999194179665,1.100710428565209,5.512665071085436
2014-01-20,1.6399033064913273,2.632577469891226,3.8898472299908358,1.0905209011348982,5.787495321450309
2014-01-21,1.5988734612870956,2.301287585394931,3.8678654149952143,1.0735664783973862,4.9958628584069595
2014-01-22,1.5583483134723903,1.8982514676327629,3.8550061521083343,1.063148793149805,5.027255342073205
2014-01-23,1.5171506319710306,1.7420641421974916,3.8324040609593144,1.0168917074708412,4.864270410309168
2014-01-24,1.5153092928225214,1.8444165786834519,3.8129214158893268,1.0309376584559002,4.738113112523048
2014-01-27,1.4955067720898612,1.7854548071255187,3.7950830940331923,1.0685999065353702,4.789264420059657
2014-01-28,1.4595319583839164,1.7044889962482588,3.7821054185938245,1.0528864142037948,5.41685200674658
2014-01-29,1.4901324572865318,1.6665849228960907,3.7653929289378487,1.0946550556480268,5.360348444162865
2014-01-30,1.4949855802999124,1.862648203667331,3.7587585731211663,1.0941116488355813,5.180041396809643
2014-01-31,1.4612890729522618,1.9202518385011345,3.7445670282411934,1.073889731759482,4.811547455915003
2014-02-03,1.4304580137591338,1.7296170803437623,3.7676212952240262,1.0601395960859303,5.286547563460332
2014-02-04,1.3972962669772953,1.6534903621869244,3.762902846955498,1.0513642223187294,5.026870953233393
2014-02-05,1.5399794965092182,1.6642132904484053,3.7594725557118847,1.0645376295867925,4.8485868311987765
2014-02-06,1.5082309385084123,1.750529678047983,3.7532504858783007,1.09343730866623,4.7661369182036415
2014-02-07,1.484072013057032,1.9786688796753513,3.754122144703343,1.1096295034821246,5.59202774406481
2014-02-10,1.4676218453689664,2.6359533300940843,3.5140009456869183,1.0808166074119288,4.845503242851037
2014-02-11,1.4954614408309388,1.9131939886677092,3.54464671028473,1.0705462976340274,4.783278979143875
2014-02-12,1.4642055345568092,1.7605986616951443,3.5050789229477815,1.0664075232448234,5.947427175964714
2014-02-13,1.4607023097010106,1.8924279534447428,3.5408812137045227,1.086855840433962,5.350362518126248
2014-02-14,1.4543413940047034,2.0119583705368456,3.4809454356308898,1.0711258549424112,5.077058487862564
2014-02-17,1.4934444341745077,1.7083651272208322,3.40426193789406,1.0994507101935733,4.947536009836791
2014-02-18,1.4758954996884486,2.3925492565382687,3.454486913449941,1.0618586607220981,5.081674872909635
2014-02-19,1.4470103329789183,2.100857810525111,3.7940150195447337,1.0706181207815677,5.082859371426949
2014-02-20,1.4257746116727477,2.6195068786371376,3.6994313000233356,1.0693636410701834,5.304802120586858
2014-02-21,1.3895003923906095,1.8887123770731633,3.754836833940381,1.0385668572029978,5.279038394458842
2014-02-24,1.4259303632844629,2.6605447064069714,3.702777727133133,1.008304085056625,5.182629334418801
2014-02-25,1.4227699927274269,2.7112991179185406,3.667850378234349,1.0008386336407193,5.214883151487627
2014-02-26,1.4391493215266027,2.7487898377721183,3.5774840014301668,1.1069551580220418,4.962361031670691
2014-02-27,1.4465158682049835,1.9138934690832599,3.517369315385991,1.078551618449764,4.89689357258164
2014-02-28,1.4177084370848905,1.640550141050806,3.8972594534828238,1.05427453325208,6.469950916471407
2014-03-03,1.4235888397909866,1.617522866910862,3.813125684771112,1.0390925107466265,5.091745500510997
2014-03-04,1.3692109447004213,1.6737234160021122,3.7112573373242412,1.020674139847353,4.978638187928448
2014-03-05,1.4894060330211103,1.9336776566220044,3.810482062479845,1.044357499708638,5.228319856702337
2014-03-06,1.4616888170768771,1.6405768427061025,3.8203059675479487,1.0388196648059298,5.313052670319943
2014-03-07,1.49363432647613,1.613554497626441,3.719303348815071,1.0429754847065569,4.99422695269731
2014-03-10,1.5447783009205323,2.1917828476779357,3.655981246996751,1.0302119633454965,4.848610404792171
2014-03-11,1.5775091977581934,2.2497266532203444,3.594446415093931,1.1282909317596506,5.430038546393059
2014-03-12,1.5101001929005038,1.8617001701729734,3.571377957023465,1.0934205436596707,5.379488159035373
2014-03-13,1.489759951577818,2.4330008620316916,3.7333669073058062,1.3591106172599177,5.354452712683449
2014-03-14,1.4880786186019732,1.8790868741284514,3.6900874739689056,1.1858298461196497,5.431214401905343
2014-03-17,1.5185259764889734,2.476515075866446,3.726208050856572,1.1330439106614494,5.376406135008384
2014-03-18,1.5174953458272722,2.7261193989998453,3.7094954023958158,1.0959055935958144,5.351371102951478
2014-03-19,1.4864441780385762,2.283507571596277,3.6417610376542653,1.2785671913417538,5.362444637874526
2014-03-20,1.5162737991925987,1.8986196061449716,3.6764646131388825,1.2620483030521235,5.345714629284477
2014-03-21,1.5126032724913396,3.1880913770853363,3.609308573521608,1.2637154605510756,5.320815873817185
2014-03-24,1.4835641777373503,2.6718937144594186,3.586314369964051,1.242782148921796,5.428599389466127
2014-03-25,1.4490512503561037,2.689003396507103,3.590293423291034,1.2357707302595669,5.554607351558395
2014-03-26,1.4525028466848915,2.3619444580595714,3.5498452384598544,1.23045280449654,5.553293695967244
2014-03-27,1.4268001207770238,2.5392776431416415,3.5262083873931074,1.2213851728252254,5.674011345123724
2014-03-28,1.3947555075619962,1.9593089245940518,3.5541668702479496,1.2175706149194225,5.5367248921023755
2014-03-31,1.3771306245504829,2.5231716189988664,3.5125249313063454,1.1199981901738605,5.486027644018731
2014-04-01,1.4017640990944877,1.9890542257804933,3.4593317433553947,1.225879088751035,5.3821492667158095
2014-04-02,1.4031815050292866,1.9025257758780385,3.40916844724757,1.2084414210966399,5.348077988717235
2014-04-03,1.3744400426260113,3.593752073543463,3.421411823221376,1.1904493057276835,5.413832548956539
2014-04-04,1.3979457921664065,2.6395724743855027,3.3577379090379527,1.1160273747203922,5.3985789414392364
2014-04-07,1.4150384150303381,2.6196028682173105,3.4219008982275714,1.1177095854722274,5.717414775392738
2014-04-08,1.4277586249392749,2.8520664728651606,3.4050588748202966,1.1206984928328092,5.3779941417778625
2014-04-09,1.4281098345633023,2.2531208165854006,3.3721262510338605,1.125738525086468,5.384482259475497
2014-04-10,1.4213997952435165,1.9323391245126678,3.346082193507691,1.1182998140381355,5.549074084349299
2014-04-11,1.3861343638789103,1.857112439264113,3.833019728135647,1.1141889697996437,5.367776592983032
2014-04-14,1.4024346586706278,2.0926805297410347,3.827140956186909,1.1359106187363783,5.383089822040825
2014-04-15,1.3890845150288282,1.8488047120737081,3.849575992199012,1.1330811095483087,5.377527934142184
2014-04-16,1.3865641996241547,2.0181671615768417,3.7598736267980737,1.1687790462729455,5.328823795063986
2014-04-17,1.3625473438797395,1.8318923920648147,3.8199842416972314,1.1280215802502147,5.318506645580403
2014-04-18,1.3768032413925118,2.2567787711112497,3.7538954342128057,1.2078632434487866,5.350306449913351
2014-04-21,1.3924400356029278,2.4691651943037383,3.6909306753416247,1.1880383624940265,5.349320884468843
2014-04-22,1.3703002176576005,2.0541370963519183,3.768042600547195,1.1445891595702171,5.339819232687158
2014-04-23,1.3681445483890629,2.0248680540012343,3.9075566900515177,1.2230724819839789,5.32731051755238
2014-04-24,1.3545856239711205,1.9325583216723117,3.824494822810054,1.205058062920152,5.145623758371919
2014-04-25,1.4190455842219245,2.062844187158454,3.7541696676461433,1.1372563749606128,5.170761598223967
2014-04-28,1.5855570799806535,2.543918000646705,3.6968177413766656,1.1404399159851755,6.13018544907649
2014-04-29,1.4095889301105045,2.36403502554718,3.6501517799539744,1.2161840394081864,9.02119562094991
2014-04-30,1.3747385437169723,2.0333833249086473,3.599753157270466,1.2191628179123672,5.276739313553452
2014-05-01,1.4372023524991373,1.9160448448642704,3.561253437828632,1.406051831528041,5.799482498616179
2014-05-02,1.5749500541289174,2.869588369090046,3.530821810808914,1.2804299896409634,5.325970166561364
2014-05-05,1.5726149787511299,3.4026894077611534,3.46845574290724,1.3131191294362294,5.710706955432763
2014-05-06,1.438554673714807,2.523668522997698,3.516074400580506,1.2998924907512859,6.338701047243578
2014-05-07,1.4451066697765558,2.1169942883771546,3.4921475335886276,1.2881120675724822,5.573364748367828
2014-05-08,1.4225993055320487,2.165692762272924,3.5507539558625476,1.294972087690183,5.9297545251719015
2014-05-09,1.436697652370563,2.724890309680413,3.532195145654776,1.296473278849648,5.292987202382414
2014-05-12,1.414458742863064,2.2689437143666265,3.56000063724888,1.2836148822158688,6.357870323243882
2014-05-13,1.3836575342665343,2.051439716512994,3.507811190703824,1.3585246885928661,5.169538442801637
2014-05-14,1.3827638349700446,2.1943635759512374,3.48992756465749,1.3313772214079793,6.387453822951528
2014-05-15,1.367798318592087,2.5357195279625624,3.502276596356937,1.5847380971686789,6.3641224179094245
2014-05-16,1.3455517173845446,2.1687989027296934,3.467573087190017,1.5807363167022348,6.349803334171398
2014-05-19,1.3153827323267846,2.04185929476782,3.4209587714979603,1.589901643031445,6.270814366178871
2014-05-20,1.331674648891308,2.3320768477404927,3.44116286840765,1.5314355440727159,6.431617324608999
2014-05-21,1.32355421463998,2.2139166221846605,3.4108250642697726,1.3694700709218208,6.6792758180059515
2014-05-22,1.2930139290505531,2.1122561095808265,3.3545600876248205,1.3713769140641845,6.704926996553059
2014-05-23,1.3399068978427362,2.3748475877504793,3.307717551051272,1.3673224725490905,6.667294526147817
2014-05-26,1.3172144976458988,2.147557533021199,3.4364805384483232,1.3671321397448428,6.672425599043625
2014-05-27,1.2987958320522135,2.356879578781912,3.4029835778121935,1.356636186166001,6.6208648653007645
2014-05-28,1.3296410277776876,2.1052171464805616,3.401462226162454,1.3781959014910086,6.554553531533523
2014-05-29,1.3050913120122223,2.171680345867284,3.3719918173263608,1.3669778977221227,6.483295737716549
2014-05-30,1.2793949724210871,2.3909607212751194,3.3434375373250167,1.3940293690513488,6.428860248177719
2014-06-02,1.2593900849355673,2.236438508127725,3.3300698204159582,1.3819572364170907,5.395439693723193
2014-06-03,1.2689664800207903,2.335707966967804,3.283337950199627,1.3751173885821417,5.745717630965732
2014-06-04,1.4436431382520452,2.40410948051349,3.26873835645325,1.3637782442863553,6.442820641043284
2014-06-05,1.5066499406942881,3.0728277635134216,3.200837385315704,1.3667931218504505,6.405724702042655
2014-06-06,3.2930482519024524,2.9147658644242274,3.5823242724732407,1.3628995985447405,5.410628153440505
2014-06-09,2.8183665835659633,3.1774375674279938,3.7241412033798817,1.3947790533534108,5.708235898051707
2014-06-10,2.7992822103204595,2.395086675706816,3.6375985997227205,1.3964939652778368,6.530840198892357
2014-06-11,2.478804846957135,2.506620633925886,3.2470804254945302,1.3905080068221571,6.405792204848646
2014-06-12,2.0618977896544712,2.1390551478245814,3.5911112456259917,1.3953762652873172,6.433032217897127
2014-06-13,2.834637680910032,2.1842640888189684,3.240217158838768,1.3865898436731716,5.55331792740341
2014-06-16,3.2027589876449656,2.222811111657893,3.181964362975003,1.4040227170423931,5.47073853351573
2014-06-17,4.0184324888248595,2.362225156662433,3.106026716559266,1.4099165986832707,5.469378087600343
2014-06-18,3.632809209615393,2.172815698316512,3.174617748058474,1.4914180909206967,5.607673972589178
2014-06-19,3.3399300233065476,2.0507881784845434,3.2348077238482533,1.4901416461724677,5.751969721648346
2014-06-20,3.0721268269553703,2.167896923394993,3.1737297531691198,1.4295824831617354,5.464163116661922
2014-06-23,3.0538014514010534,2.1372336763368662,3.200922979304909,1.386690473353555,5.876544547373572
2014-06-24,3.0240685891689045,2.1605699440092914,3.121770825286331,1.349786700768456,5.471802156638386
2014-06-25,3.622080110418943,2.0307700182271198,3.1488773929527634,1.367788137303065,5.489395852488443
2014-06-26,3.4741198950251593,2.062298658946654,3.08835208046728,1.4253860677952155,5.452423060312934
2014-06-27,3.318798170253174,2.1967401636214747,3.1335511848494995,1.4256963326992182,6.228472503359923
2014-06-30,3.004723299007947,2.0573659511873026,3.0870603965465118,1.4526214195216132,5.598845833917388
2014-07-01,3.0270545546297094,2.020804159181892,3.5304530227970194,1.5309779730177615,5.734669235812878
2014-07-02,3.3524941702390176,1.9966038686793055,3.5014800127210806,1.520747371886651,5.5614137461844795
2014-07-03,3.411780386910806,2.3337091276427446,3.57605785146422,1.5142867697217695,5.520814762698492
2014-07-04,3.460822868003394,2.1055029346589746,3.567237783947724,1.5061300496147227,5.901358094940499
2014-07-07,3.1773003054944047,2.1762726683847053,3.542027961764549,1.4970059037639174,5.867065072327215
2014-07-08,3.1195483409047724,2.087360855312839,3.551198850337921,1.4835924001353622,5.841942570087749
2014-07-09,2.9195720364011852,2.087542366061819,3.5303384827754063,1.4686733237778848,5.4121415384468
2014-07-10,2.697052667851839,2.251131378329434,3.5042101511282575,1.4534005559085952,5.430556436771541
2014-07-11,2.903981854640242,2.2647458274360566,3.490068061458028,1.4511111401536692,5.592849588755978
