,titan,io,callisto,europa,ganymede
2005-06-11,6.167768083997771e-05,5.7217406629783696e-05,5.5665139508498385e-05,3.9802888080808785e-05,3.509150263547589e-05
2005-06-12,6.044086444401131e-05,5.690492910326306e-05,5.5825503470607885e-05,4.0705541980434745e-05,3.5177086914472966e-05
2005-06-13,6.13464260901253e-05,5.648460519913634e-05,5.634771144169548e-05,4.090255717192903e-05,3.461976501717423e-05
2005-06-14,6.28524113717166e-05,5.6240728993905975e-05,5.6281548022729666e-05,4.054964713029463e-05,3.481559151485847e-05
2005-06-15,6.311384464052772e-05,5.3737249587682e-05,5.5955193804413383e-05,3.951678437585926e-05,3.585988332033274e-05
2005-06-16,6.325889315883515e-05,5.354208322749798e-05,5.6523884596870744e-05,3.906032129896708e-05,3.5527326743389764e-05
2005-06-17,6.316459567545785e-05,5.302437608079025e-05,5.7439967754424615e-05,3.920149201985801e-05,3.595495852737329e-05
2005-06-18,6.248815394238605e-05,5.637948805170545e-05,5.7754760846684405e-05,3.9816254934210704e-05,3.6461478622351606e-05
2005-06-19,6.446807223658979e-05,5.521531656316192e-05,5.737105190539715e-05,4.079922175703743e-05,3.671322535248045e-05
2005-06-20,6.488614029920292e-05,5.3400153284810514e-05,5.7122011249521876e-05,3.949079682907808e-05,3.657757272002016e-05
2005-06-21,6.413475993327644e-05,5.330032884365288e-05,5.7445776741271715e-05,3.8710356923710165e-05,3.636529441086722e-05
2005-06-22,6.487250251230314e-05,5.225651681928234e-05,5.747987319715264e-05,3.894292253425746e-05,3.658721948962551e-05
2005-06-23,6.300173946582888e-05,5.004586199675032e-05,5.738440541125378e-05,3.888891905079461e-05,3.5985563995311054e-05
2005-06-24,6.396961345012109e-05,4.878197924851335e-05,5.780576897129741e-05,4.027252288185679e-05,3.562872493745317e-05
2005-06-25,6.40345175935142e-05,4.839496270170329e-05,5.775881498260027e-05,3.989033622775473e-05,3.601114711804243e-05
2005-06-26,6.417772051503512e-05,4.5777442138295044e-05,5.740256774400265e-05,4.0328350976226446e-05,3.573026229397591e-05
2005-06-27,6.321837354095194e-05,4.4558165080976764e-05,5.728899725432335e-05,4.087511404948785e-05,3.57542896149976e-05
2005-06-28,6.374814263110373e-05,4.687900462996275e-05,5.702977503796447e-05,3.9906597720351655e-05,3.568924294206077e-05
2005-06-29,6.360108358283156e-05,4.872139148615062e-05,5.714164339787331e-05,4.015683078750776e-05,3.664933189018171e-05
2005-06-30,6.389175269316816e-05,4.84323836529299e-05,5.7351596875143684e-05,3.9472909516335974e-05,3.694589323566255e-05
2005-07-01,6.434157547818842e-05,5.02155593133935e-05,5.7743620119454775e-05,4.038096700709204e-05,3.6273532561859056e-05
2005-07-02,6.447323913882919e-05,5.0466080150357584e-05,5.811522176801809e-05,4.206017082952762e-05,3.6184728644528263e-05
2005-07-03,6.415019407257638e-05,5.049986264360484e-05,5.80290203149314e-05,4.018733468025282e-05,3.7730338226849014e-05
2005-07-04,6.604240385277294e-05,5.362829017463433e-05,5.7620482605047485e-05,3.973664678391664e-05,3.665290740362259e-05
2005-07-05,6.509467370441335e-05,5.5579185407328424e-05,5.7338551759711365e-05,3.879262527206606e-05,3.702808957428694e-05
2005-07-06,6.525959707537332e-05,5.254880644889326e-05,5.6687090425278086e-05,3.779279589677387e-05,3.638014078299889e-05
2005-07-07,6.42590116120001e-05,5.2929928455291986e-05,5.6867011507311105e-05,3.833531154739944e-05,3.6314942807536e-05
2005-07-08,6.370049149295731e-05,5.090326285728253e-05,5.704838338238538e-05,3.773762308090234e-05,3.617142232692494e-05
2005-07-09,6.499356503431031e-05,5.027506115107272e-05,5.612359104190112e-05,3.887667059787603e-05,3.6368838003619786e-05
2005-07-10,6.548788535853944e-05,4.931435805510809e-05,5.616558440291186e-05,4.0060779777029154e-05,3.509590632022608e-05
2005-07-11,6.559458038291055e-05,5.146148730306166e-05,5.674725583193485e-05,4.0852316573580794e-05,3.504216721350595e-05
2005-07-12,6.51243446783134e-05,5.216280779585247e-05,5.605345581072285e-05,4.085907554274293e-05,3.4800598284201456e-05
2005-07-13,6.452070780138541e-05,5.220851777876234e-05,5.672616251439777e-05,4.1026473281968734e-05,3.5142538446830685e-05
2005-07-14,6.443964464986074e-05,5.062782968257018e-05,5.74358982072809e-05,4.0932316425434934e-05,3.526896607186636e-05
2005-07-15,6.487498027696326e-05,5.076377209234373e-05,5.774529888058488e-05,4.056421702203217e-05,3.583037927312738e-05
2005-07-16,6.468926377678486e-05,5.0643231196190186e-05,5.7354909148932265e-05,4.232175933771565e-05,3.639811484279498e-05
2005-07-17,6.487875620297956e-05,5.10728931975013e-05,5.783259504932303e-05,4.396214230650841e-05,3.542353659646835e-05
2005-07-18,6.471795009743708e-05,5.021997054366345e-05,5.790965771534928e-05,4.5276912964853366e-05,3.479368579029085e-05
2005-07-19,6.469874118164576e-05,5.0608098937976465e-05,5.802137454224976e-05,4.436616969205609e-05,3.5168844596311644e-05
2005-07-20,6.513637324490062e-05,5.328412415028794e-05,5.86404140401342e-05,4.537414169925036e-05,3.4670326963137654e-05
2005-07-21,6.263793494420966e-05,5.274523570819589e-05,5.982813660287967e-05,4.500960730857706e-05,3.524781768882157e-05
2005-07-22,6.174802929348466e-05,5.194050174139875e-05,5.985504479499859e-05,4.412005338805258e-05,3.488542301899322e-05
2005-07-23,6.15409011941459e-05,4.953439832688922e-05,5.9943117919569744e-05,4.4135355531382814e-05,3.4671976377298463e-05
2005-07-24,6.137458820321129e-05,5.009439704561913e-05,6.08728746023246e-05,4.483121612874896e-05,3.469069827599647e-05
2005-07-25,6.195347115056649e-05,4.9756671469669556e-05,6.09502922344074e-05,4.601760600109195e-05,3.386555414452985e-05
2005-07-26,6.235380283725611e-05,5.009863830340855e-05,6.0910486613163783e-05,4.567855118398079e-05,3.4153569095751735e-05
2005-07-27,6.25595668493073e-05,4.907408620491438e-05,6.0760177327701115e-05,4.631704068569498e-05,3.402429805032803e-05
2005-07-28,6.212082920087347e-05,4.9405160458704245e-05,6.0664920484398976e-05,4.6979637134070273e-05,3.311629390645443e-05
2005-07-29,6.302501276622685e-05,4.812172802259873e-05,6.0432663412601784e-05,4.7435090891889686e-05,3.297609525976242e-05
2005-07-30,6.074993103699633e-05,5.035224207028399e-05,6.0876925327191245e-05,4.529909846073821e-05,3.318453548062372e-05
2005-07-31,5.988345500407277e-05,4.975188694023025e-05,6.056304143986502e-05,4.3855693756089664e-05,3.404421481278952e-05
2005-08-01,5.9708473656439054e-05,4.986088664415966e-05,6.0177806327166294e-05,4.3692061833855433e-05,3.5319154670698794e-05
2005-08-02,6.152633563738519e-05,4.884220794698635e-05,6.036429293332368e-05,4.4940550063099494e-05,3.552439871068458e-05
2005-08-03,6.428224556898066e-05,4.642590703807237e-05,5.9962768262700195e-05,4.390739034243474e-05,3.455943801844441e-05
2005-08-04,6.428734819841075e-05,4.7286156340753394e-05,6.034051787739969e-05,4.4163300417565665e-05,3.4112088338700275e-05
2005-08-05,6.358046187759925e-05,4.9020015030931674e-05,6.016202585334973e-05,4.456043917477892e-05,3.381655359624425e-05
2005-08-06,6.368337454976114e-05,4.9827436971572325e-05,6.092727584428026e-05,4.461959807300353e-05,3.339513235234293e-05
2005-08-07,6.388772067578152e-05,5.06320956961126e-05,6.0550472330556104e-05,4.7441281201265895e-05,3.287339111124332e-05
2005-08-08,6.365884168979541e-05,5.204902568012315e-05,5.9985510535431885e-05,4.791878695176166e-05,3.379130935288188e-05
2005-08-09,6.324864805273833e-05,5.106921402897591e-05,6.0640406761569565e-05,4.985984703065327e-05,3.427947020862021e-05
2005-08-10,6.400626549663002e-05,4.882431826880307e-05,6.0255924723806586e-05,5.0031382534454494e-05,3.4445143821226765e-05
2005-08-11,6.359353753704333e-05,4.9720497002470054e-05,6.078156737143736e-05,4.955257148586689e-05,3.414320293271267e-05
2005-08-12,6.371206972133336e-05,4.730070390457364e-05,6.079213686760454e-05,4.859032961546106e-05,3.450797697168717e-05
2005-08-13,6.471260092966169e-05,4.5820392455375725e-05,6.094185875293867e-05,4.85074351950221e-05,3.511341552253633e-05
2005-08-14,6.37280142454788e-05,4.879787177558548e-05,6.061408044222283e-05,4.894537825905765e-05,3.6339555824049796e-05
2005-08-15,6.363902625228235e-05,4.8100990043487e-05,6.077573232277089e-05,4.895047773278982e-05,3.6814196808343524e-05
2005-08-16,6.363738479353565e-05,4.954220681430144e-05,6.131622619554022e-05,4.9105406904059734e-05,3.65891543214758e-05
2005-08-17,6.41760151338655e-05,4.9627679976183003e-05,6.106461511867778e-05,5.0299759241090314e-05,3.6045591802258414e-05
2005-08-18,6.485796242983177e-05,4.9037382954697506e-05,6.091157047971585e-05,5.1318475213779635e-05,3.650989078129996e-05
2005-08-19,6.494712666293978e-05,4.775903971321327e-05,6.13644356268761e-05,5.050061450506682e-05,3.71272207653206e-05
2005-08-20,6.458885830129546e-05,4.448907602205843e-05,6.126298083120041e-05,5.017971146537015e-05,3.724104781421822e-05
2005-08-21,6.482499585191981e-05,4.6295452986955254e-05,6.141044862051359e-05,4.896336941406787e-05,3.660685753836823e-05
2005-08-22,6.595884557603071e-05,4.6538030434639666e-05,6.121641249445808e-05,4.999273077999078e-05,3.543973299269254e-05
2005-08-23,6.56633485123237e-05,4.74351875154877e-05,6.121876289144623e-05,4.995652489969693e-05,3.463808658787926e-05
2005-08-24,6.619642357086342e-05,4.8732399754669586e-05,6.170064214949811e-05,5.023558089756186e-05,3.6178687205401516e-05
2005-08-25,6.658366521472558e-05,4.946051984155986e-05,6.102690861276017e-05,4.965004224621872e-05,3.7434349207332573e-05
2005-08-26,6.635447580860543e-05,5.0596688359716424e-05,6.147086407848334e-05,5.0391647000713746e-05,3.6627991412130356e-05
2005-08-27,6.823277667566963e-05,5.068863026691517e-05,6.17609427491228e-05,4.8852557703593646e-05,3.629907475533045e-05
2005-08-28,6.801646967802277e-05,5.3987813502853754e-05,6.164806513453414e-05,4.988580320697267e-05,3.6535563727735365e-05
2005-08-29,6.655434796587478e-05,5.431322273374839e-05,6.180763316798732e-05,5.013353304517132e-05,3.67149909754616e-05
2005-08-30,6.574671990655645e-05,5.395788456952211e-05,6.222758000173911e-05,5.001673653892702e-05,3.6761174904809124e-05
2005-08-31,6.444234825941919e-05,5.4575791278876906e-05,6.241697928621726e-05,5.0850083832765236e-05,3.649458778420822e-05
2005-09-01,6.497351310263966e-05,5.3447707587750415e-05,6.19508187951201e-05,4.9187197939115634e-05,3.626430931258362e-05
2005-09-02,6.614010681849081e-05,5.313437591158987e-05,6.245843290342279e-05,4.774167797116924e-05,3.578393175907024e-05
2005-09-03,6.512158625726627e-05,5.369112263142739e-05,6.277387131103929e-05,4.826947796088277e-05,3.6115441616413335e-05
2005-09-04,6.643815883755622e-05,5.367804262523812e-05,6.336935536199739e-05,4.858226877391125e-05,3.583778953264449e-05
2005-09-05,6.66897294556712e-05,5.357783370452118e-05,6.379979189796714e-05,4.871608629830604e-05,3.5937492540938365e-05
2005-09-06,6.67316028704068e-05,5.188275160139533e-05,6.392243646380358e-05,4.9648551292857945e-05,3.678821437902435e-05
2005-09-07,6.769824092511811e-05,5.094640075098411e-05,6.403062496573853e-05,5.00650907313549e-05,3.6131411260686974e-05
2005-09-08,6.727251945903845e-05,5.334231950215873e-05,6.387025498932886e-05,5.035695574417964e-05,3.663848419699356e-05
2005-09-09,6.804129243453971e-05,5.391606197013843e-05,6.398469356416747e-05,5.108790312324807e-05,3.7005552528057706e-05
2005-09-10,6.760054014565142e-05,5.327706039071067e-05,6.461371106114555e-05,5.23499987494791e-05,3.7648906790810344e-05
2005-09-11,6.720095093082357e-05,5.4703446148440804e-05,6.464809805906135e-05,5.333660222106573e-05,3.7221230785755566e-05
2005-09-12,6.737797732214723e-05,5.587166976184221e-05,6.463055245076177e-05,5.1467540890470787e-05,3.756303387469906e-05
2005-09-13,6.790211170737415e-05,5.779797597216252e-05,6.44991132867645e-05,5.2362790092352895e-05,3.6815266603928976e-05
2005-09-14,6.761572554614403e-05,5.3548504412193054e-05,6.45750471650608e-05,5.1732434535711747e-05,3.811444061252445e-05
2005-09-15,6.913374634476277e-05,5.172314427426272e-05,6.467245647789888e-05,5.092747137691589e-05,3.7188131912557765e-05
2005-09-16,6.903795523371947e-05,5.0613024241474847e-05,6.526704667164651e-05,4.9966089088693266e-05,3.804932579321019e-05
2005-09-17,6.91111979489456e-05,5.0793690515860135e-05,6.530370808666142e-05,4.998100881992151e-05,3.8521744096575716e-05
2005-09-18,7.001577470777676e-05,5.2042481549996467e-05,6.504584656097379e-05,5.1623705415337895e-05,3.882125637866274e-05
2005-09-19,7.135516560352606e-05,5.1182065118782205e-05,6.47783576137595e-05,5.027845719141055e-05,3.756970509760649e-05
2005-09-20,7.125901760196562e-05,5.1898002677353006e-05,6.50646999185156e-05,5.0041037201742355e-05,3.752180243221659e-05
2005-09-21,7.290404072923806e-05,5.216815613207082e-05,6.45263943142016e-05,5.149814116500728e-05,3.868589451583304e-05
2005-09-22,7.300165112766877e-05,5.1781042412768485e-05,6.520505415585909e-05,5.156579356579982e-05,3.9460017926096214e-05
2005-09-23,7.12396137112492e-05,5.295525130222245e-05,6.496823746293678e-05,5.184184995599139e-05,3.874156373018245e-05
2005-09-24,7.188388682699554e-05,5.625170689138592e-05,6.498351606087915e-05,5.3183826026703684e-05,3.9409957013791796e-05
2005-09-25,7.250902373501233e-05,5.3912382882659315e-05,6.537865700373402e-05,5.356695038716275e-05,3.92029140963146e-05
2005-09-26,7.218099681027823e-05,5.361872036302451e-05,6.603975163521625e-05,5.396305594818074e-05,3.923275696804396e-05
2005-09-27,7.320718269743232e-05,5.565929733952757e-05,6.640800994195395e-05,5.487842547280408e-05,3.958268060877401e-05
2005-09-28,7.312663325031998e-05,5.536858292631841e-05,6.600703004999708e-05,5.493521415700364e-05,4.03824760555338e-05
2005-09-29,7.401132649431652e-05,5.760441043878295e-05,6.6368944337869e-05,5.641003316525506e-05,4.023380594486703e-05
2005-09-30,7.451495303656408e-05,5.685249272668891e-05,6.617330257130405e-05,5.4062033039370405e-05,4.012595124192053e-05
2005-10-01,7.533219844213512e-05,5.7555425714062025e-05,6.57658257872118e-05,5.5421483877715616e-05,4.015119202382955e-05
2005-10-02,7.462970879656972e-05,5.6079969542377484e-05,6.744915071066337e-05,5.477186696367653e-05,4.062934738002788e-05
2005-10-03,7.502489988442385e-05,5.608637553211615e-05,6.74701959695323e-05,5.4024502613714276e-05,4.020522684999861e-05
2005-10-04,7.605660220311172e-05,5.506674067046191e-05,6.809983765343475e-05,5.336659910604169e-05,3.9352745049736626e-05
2005-10-05,7.857762882634844e-05,5.226789518486541e-05,6.863385725530691e-05,5.162037766148764e-05,3.890555658703221e-05
2005-10-06,7.927207827584937e-05,5.3559628235611e-05,6.845142222688949e-05,5.132114258099563e-05,3.8249213772711954e-05
2005-10-07,7.853590256212684e-05,5.257635326705312e-05,6.892529112612067e-05,5.135818949009163e-05,3.926001249809907e-05
2005-10-08,7.804378143161372e-05,5.1340943164612796e-05,6.863236911058834e-05,5.366428722264338e-05,3.9754463570185194e-05
2005-10-09,7.743523780634476e-05,5.0898538688004535e-05,6.833073615797325e-05,5.526221739637904e-05,3.9433260122789804e-05
2005-10-10,7.749409021262643e-05,5.167562547825355e-05,6.740375718838898e-05,5.590706946234647e-05,3.964878475848366e-05
2005-10-11,7.679526265147452e-05,5.369178953995579e-05,6.739386136045411e-05,5.728190173015513e-05,3.9408929749740196e-05
2005-10-12,7.73575220482936e-05,5.263555983070489e-05,6.72179871485934e-05,5.648718339990033e-05,3.9162062435593725e-05
2005-10-13,7.716884490016618e-05,5.1044637491282074e-05,6.791835309738481e-05,5.512538288732216e-05,3.966547930822628e-05
2005-10-14,7.715239250871697e-05,4.75167765605633e-05,6.815696388406955e-05,5.4020443740032675e-05,4.014179956146613e-05
2005-10-15,7.525256941454117e-05,5.085804107052283e-05,6.825442260294246e-05,5.5358982044229066e-05,4.053898954681223e-05
2005-10-16,7.438264069548062e-05,5.2174207123334426e-05,6.770158368230028e-05,5.822072324335181e-05,4.037138445123212e-05
2005-10-17,7.439799517738876e-05,5.27253497886182e-05,6.787788480289159e-05,5.7939378230287275e-05,4.1677714416099576e-05
2005-10-18,7.41714627980894e-05,5.3957763514800305e-05,6.837751850019558e-05,5.922643276679018e-05,4.172001408919712e-05
2005-10-19,7.494600049695599e-05,5.428706268095773e-05,6.88213310897634e-05,5.876236941215751e-05,4.123534970834619e-05
2005-10-20,7.390145707275586e-05,5.438733966411924e-05,6.793143054606432e-05,6.0529507374340596e-05,4.241549013128676e-05
2005-10-21,7.410307979149877e-05,5.685072506711464e-05,6.746392040013482e-05,6.094879820373045e-05,4.2405775042109184e-05
2005-10-22,7.424470555705831e-05,5.770690913742271e-05,6.761610678340801e-05,6.0498609844694684e-05,4.2250296611090477e-05
2005-10-23,7.436580706587925e-05,5.6205282174648374e-05,6.729388423210025e-05,5.987255285644366e-05,4.186413322293525e-05
2005-10-24,7.324929292606974e-05,5.6685344148377226e-05,6.796907426864784e-05,6.106044286324774e-05,4.083126573828366e-05
2005-10-25,7.507704798181969e-05,5.849679940173047e-05,6.836521760833492e-05,6.169705573877415e-05,3.92598555862822e-05
2005-10-26,7.755675407072893e-05,5.695410535788703e-05,6.899151736372566e-05,6.166611174296399e-05,3.975997475191839e-05
2005-10-27,7.85920802530704e-05,5.7429145463139264e-05,6.8771068642004e-05,6.436367298956469e-05,3.9746993372391515e-05
2005-10-28,7.831313796802242e-05,5.609835635378424e-05,6.878935703191758e-05,6.401437681691213e-05,3.9257852404883664e-05
2005-10-29,8.043556467351998e-05,5.775762561910369e-05,6.915421978570535e-05,6.320550939520331e-05,4.020921924374754e-05
2005-10-30,7.80811858969166e-05,5.6706084588187267e-05,6.921107495272416e-05,6.0771042193374925e-05,4.0162016760936226e-05
2005-10-31,7.92734489971636e-05,5.6092984459743533e-05,7.039612745352031e-05,6.247924558877571e-05,4.0730184931447866e-05
2005-11-01,8.046287238716587e-05,5.5068695875348794e-05,7.085814253526834e-05,6.319636947060836e-05,4.155393618177072e-05
2005-11-02,7.979851640027569e-05,5.4837510160554714e-05,7.087016734574902e-05,6.399043852889363e-05,4.162046304179157e-05
2005-11-03,7.992497749298444e-05,5.487858664876555e-05,7.111488538358302e-05,6.336203676893248e-05,4.282168573133127e-05
2005-11-04,8.062593765800763e-05,5.5674809766426137e-05,7.158885817815097e-05,6.548996281696695e-05,4.261915919201442e-05
2005-11-05,8.093267817277372e-05,5.7062575238964186e-05,7.181710764858629e-05,6.451924198680459e-05,4.3489930265039334e-05
2005-11-06,8.168454924173396e-05,5.742774894734737e-05,7.167406305752522e-05,6.553983607426872e-05,4.2299923977306975e-05
2005-11-07,8.082481799176477e-05,5.715769845737739e-05,7.183294304868859e-05,6.56128297469305e-05,4.2070025665363886e-05
2005-11-08,7.965791706476821e-05,5.7830472614650574e-05,7.210183528405523e-05,6.60147529412125e-05,4.2602752294618185e-05
2005-11-09,8.069197874838174e-05,5.924748986174677e-05,7.171892008295266e-05,6.569228632247182e-05,4.2884374292784244e-05
2005-11-10,7.872667126629374e-05,5.931345225462792e-05,7.180730263089963e-05,6.829311599165777e-05,4.34162070430677e-05
2005-11-11,7.996930450149264e-05,5.997203404817242e-05,7.13866867598778e-05,6.593351929318203e-05,4.346862974657917e-05
2005-11-12,8.006900584822674e-05,5.901206488911903e-05,7.071681933412677e-05,6.800834473619233e-05,4.440967316865496e-05
2005-11-13,8.143759836531927e-05,5.6682040243449805e-05,7.068705324431157e-05,6.631892950426099e-05,4.3650362094860284e-05
2005-11-14,8.177765746841814e-05,5.688395656666678e-05,7.044919710286202e-05,6.566875080382673e-05,4.487942668118805e-05
2005-11-15,8.29570049007966e-05,5.768546821771636e-05,7.017984973045621e-05,6.478051580693922e-05,4.548436374607334e-05
2005-11-16,8.313762119405155e-05,5.6556099897964174e-05,7.075570936443398e-05,6.486909206926406e-05,4.5919679154238224e-05
2005-11-17,8.307494029224927e-05,5.738168958702161e-05,7.139825762902952e-05,6.520407502863534e-05,4.606277101260048e-05
2005-11-18,8.22561267890265e-05,5.662523854810253e-05,7.07420720160723e-05,6.515956736818929e-05,4.5025975199175505e-05
2005-11-19,8.17066819889245e-05,5.635219467681196e-05,7.042558171499458e-05,6.499794109471324e-05,4.4288475361975443e-05
2005-11-20,8.097988076771756e-05,5.613822551819858e-05,7.055469801264813e-05,6.54416591785445e-05,4.5250296594856465e-05
2005-11-21,8.10275953051498e-05,5.862402638290298e-05,7.198767868965561e-05,6.429756078696336e-05,4.5847850858260486e-05
2005-11-22,8.034697806302837e-05,5.785634908561654e-05,7.189892921721786e-05,6.508442116714974e-05,4.647216432651646e-05
2005-11-23,7.940454290134014e-05,5.5685040667663444e-05,7.1938844347752e-05,6.465050616100143e-05,4.7259181718217746e-05
2005-11-24,7.956798152175537e-05,5.5211503393159944e-05,7.271999555835684e-05,6.514009232705398e-05,4.703855381915645e-05
2005-11-25,7.923603929804734e-05,5.3633757963078565e-05,7.356623232057657e-05,6.474164189840259e-05,4.701796968520355e-05
2005-11-26,7.999950175996418e-05,5.3717131564878784e-05,7.398040227757363e-05,6.49494298994302e-05,4.636751975883868e-05
2005-11-27,7.951456843535709e-05,5.2456377653831154e-05,7.471461869679175e-05,6.73534405051246e-05,4.657182933365256e-05
2005-11-28,8.194145403406239e-05,5.522794908974227e-05,7.423508097370579e-05,6.624359873685925e-05,4.671081852003489e-05
2005-11-29,8.200909376987475e-05,5.6242181017074344e-05,7.469659959169483e-05,6.790608126250319e-05,4.676448601248495e-05
2005-11-30,8.226175643066824e-05,5.525140486684066e-05,7.538854041033716e-05,6.760661504778831e-05,4.709720719930921e-05
2005-12-01,8.318069052282162e-05,5.73440432380945e-05,7.508574083980868e-05,6.727770103198694e-05,4.753305129368002e-05
2005-12-02,8.239953956090673e-05,5.682383335159358e-05,7.52821366905021e-05,6.626385763275344e-05,4.749177397567195e-05
2005-12-03,8.344484817079945e-05,5.7966756168204014e-05,7.570252453437121e-05,6.635238212959749e-05,4.719050164792016e-05
2005-12-04,8.301995524639949e-05,5.5647338281783476e-05,7.56917358708531e-05,6.755238596700686e-05,4.6938974769705766e-05
2005-12-05,8.308207095497622e-05,5.7072233569765984e-05,7.584667387017241e-05,6.673674184587419e-05,4.713478804219129e-05
2005-12-06,8.287165540932229e-05,5.663511749798289e-05,7.629505911266321e-05,6.581844638375856e-05,4.65534184599381e-05
2005-12-07,8.281896457273952e-05,5.414677073267704e-05,7.592270513967492e-05,6.520328640036155e-05,4.564795340677996e-05
2005-12-08,8.298179149579532e-05,5.2730821022084484e-05,7.647184729120404e-05,6.636591587794172e-05,4.612755864319418e-05
2005-12-09,8.309580223531121e-05,5.140041239060089e-05,7.619298707628452e-05,6.67077633653701e-05,4.666535115194215e-05
2005-12-10,8.239253711495031e-05,5.265035163470877e-05,7.704365208649477e-05,6.684284542601837e-05,4.652443429464803e-05
2005-12-11,8.174499482360709e-05,5.369262723098345e-05,7.721967373552907e-05,6.750844456404614e-05,4.674383240854674e-05
2005-12-12,8.269487473211434e-05,5.251776522197105e-05,7.660304151757558e-05,6.689085034006226e-05,4.723040842424808e-05
2005-12-13,8.302975741103502e-05,5.289825093579559e-05,7.709070053696365e-05,6.61187362529514e-05,4.673791380715997e-05
2005-12-14,8.210415915099745e-05,5.49781161034435e-05,7.716351945430411e-05,6.731663581760472e-05,4.792314724144653e-05
2005-12-15,8.313206125265538e-05,5.5532056298046584e-05,7.681093780420589e-05,6.9346624697042e-05,4.896847726176823e-05
2005-12-16,8.26903498485354e-05,5.347701210611788e-05,7.710886659539895e-05,7.07684889682536e-05,5.038953212022079e-05
2005-12-17,8.372424766367459e-05,5.367314618998087e-05,7.700054289250247e-05,7.029187179496965e-05,5.048352154446434e-05
2005-12-18,8.32570711701841e-05,5.089649077194558e-05,7.700943947797079e-05,7.05755715262324e-05,5.0076529110487655e-05
2005-12-19,8.450301481399691e-05,5.028802612128125e-05,7.678275841516147e-05,7.020276495217637e-05,4.9589953035278356e-05
2005-12-20,8.379148568304906e-05,5.092933676276168e-05,7.624057580501997e-05,7.058670070314577e-05,5.014786796442294e-05
2005-12-21,8.412336701768552e-05,5.0365244343764104e-05,7.563445951741521e-05,7.044372019149314e-05,4.985586870320802e-05
2005-12-22,8.315646789602837e-05,5.158624550083424e-05,7.57802400601637e-05,7.224717505072142e-05,4.9183798969121284e-05
2005-12-23,8.417622139655911e-05,5.271596954781188e-05,7.616890676120924e-05,7.33948472924073e-05,4.938031622137018e-05
2005-12-24,8.441383674351322e-05,5.2307499647241684e-05,7.594233640673131e-05,7.276038826287134e-05,5.098127882052772e-05
2005-12-25,8.427356167728384e-05,5.289813295528134e-05,7.651552671927853e-05,7.366851026624488e-05,5.013808204790138e-05
2005-12-26,8.355521237479735e-05,5.357420255069911e-05,7.718501758913199e-05,7.525137478392452e-05,4.9336294889679166e-05
2005-12-27,8.393387792704488e-05,5.26551085446858e-05,7.726127425389251e-05,7.511571259044558e-05,4.91393008623664e-05
2005-12-28,8.52089107543641e-05,5.118506581691662e-05,7.696208431751117e-05,7.29591840478161e-05,5.014597125430065e-05
2005-12-29,8.733203775057596e-05,5.395157331022915e-05,7.793033570835384e-05,7.272450201023517e-05,5.023281538285573e-05
2005-12-30,8.697363969600858e-05,5.2489228834939894e-05,7.783504039182709e-05,7.15897131498e-05,4.956403270117704e-05
2005-12-31,8.828343907629765e-05,5.730258141434241e-05,7.783292284724297e-05,7.418718263063617e-05,4.981876362597504e-05
2006-01-01,8.935147931321552e-05,5.651222723668248e-05,7.742159508761226e-05,7.732852467667861e-05,5.021504510471786e-05
2006-01-02,8.819735680676288e-05,5.5822847770503614e-05,7.737294629972524e-05,7.823324417488564e-05,5.1294104460142265e-05
2006-01-03,8.769195136104635e-05,6.087871565041425e-05,7.750463220945747e-05,7.923917718355433e-05,5.120970625527299e-05
2006-01-04,8.835382487215604e-05,6.298219159517338e-05,7.731232224750251e-05,7.760667168765778e-05,5.111703145699309e-05
2006-01-05,8.83260220818638e-05,6.550913821201654e-05,7.76313535957307e-05,7.837667831900319e-05,5.0777490745224085e-05
2006-01-06,8.779522091861836e-05,6.416896896310753e-05,7.811225005482925e-05,7.880838104123988e-05,5.037590152867644e-05
2006-01-07,8.778079643811942e-05,6.819493369647489e-05,7.833303871884745e-05,7.922016811479082e-05,5.137451555370376e-05
2006-01-08,8.814424500402929e-05,6.655190976934122e-05,7.906935625978662e-05,7.793580697379454e-05,5.23936049050544e-05
2006-01-09,8.833536037511358e-05,6.299598253356464e-05,7.944469067733273e-05,7.731186153403513e-05,5.2721349600881595e-05
2006-01-10,8.814558078129586e-05,6.137754751467384e-05,7.982560289998553e-05,7.701852388897201e-05,5.182859872898682e-05
2006-01-11,8.740827707565124e-05,6.166994541589865e-05,7.986550004823734e-05,7.699738509159282e-05,5.169830101103834e-05
2006-01-12,8.705599464930991e-05,6.272485854696974e-05,7.970601702256275e-05,7.779289406806278e-05,5.271889739222324e-05
2006-01-13,8.646911581244865e-05,6.213008788114038e-05,7.945752652727123e-05,7.690206382515719e-05,5.271757509150987e-05
2006-01-14,8.615905101727606e-05,6.212927230775378e-05,7.928075542862345e-05,7.756121738800026e-05,5.1457615689809444e-05
2006-01-15,8.533982655523076e-05,6.0500730357127e-05,7.926563260385322e-05,7.911696026741133e-05,5.2790926069468114e-05
2006-01-16,8.35914459185183e-05,5.8156267003672824e-05,7.921118867337817e-05,7.628508222334851e-05,5.3123492164575126e-05
2006-01-17,8.397102064261475e-05,5.611434294228168e-05,7.933475165322612e-05,7.709590471072225e-05,5.202957564920396e-05
2006-01-18,8.471224393025167e-05,5.534692997577473e-05,7.946245819501208e-05,7.677305335795914e-05,5.16143983009254e-05
